Date,Package,Title,pkg,cum_pkgs
2019-03-12,icesSAG,Stock Assessment Graphs Database Web Services,1,10578
2019-03-12,icesVocab,ICES Vocabularies Database Web Services,1,10579
2019-03-12,ivtools,Instrumental Variables,1,10580
2019-03-12,jiebaR,Chinese Text Segmentation,1,10581
2019-03-12,lmom,L-Moments,1,10582
2019-03-12,lmQCM,An Algorithm for Gene Co-Expression Analysis,1,10583
2019-03-12,LPWC,Lag Penalized Weighted Correlation for Time Series Clustering,1,10584
2019-03-12,optimStrat,Choosing the Sample Strategy,1,10585
2019-03-12,paleoTS,Analyze Paleontological Time-Series,1,10586
2019-03-12,PBSddesolve,Solver for Delay Differential Equations,1,10587
2019-03-12,permute,Functions for Generating Restricted Permutations of Data,1,10588
2019-03-12,RCircos,Circos 2D Track Plot,1,10589
2019-03-12,rivr,Steady and Unsteady Open-Channel Flow Computation,1,10590
2019-03-12,rprev,Estimating Disease Prevalence from Registry Data,1,10591
2019-03-12,SimplifyStats,Simplifies Pairwise Statistical Analyses,1,10592
2019-03-12,sitar,"Super Imposition by Translation and Rotation Growth Curve
Analysis",1,10593
2019-03-12,SPCDAnalyze,"Design and Analyze Studies using the Sequential Parallel
Comparison Design",1,10594
2019-03-12,stringi,Character String Processing Facilities,1,10595
2019-03-12,SuperGauss,"Superfast Likelihood Inference for Stationary Gaussian Time
Series",1,10596
2019-03-12,sylcount,Syllable Counting and Readability Measurements,1,10597
2019-03-13,bayesCT,Simulation and Analysis of Adaptive Bayesian Clinical Trials,1,10598
2019-03-13,camtrapR,"Camera Trap Data Management and Preparation of Occupancy and
Spatial Capture-Recapture Analyses",1,10599
2019-03-13,cloudSimplifieR,Fetch Data from Amazon AWS,1,10600
2019-03-13,cxhull,Convex Hull,1,10601
2019-03-13,DepLogo,Dependency Logo,1,10602
2019-03-13,discfrail,"Cox Models for Time-to-Event Data with Nonparametric Discrete
Group-Specific Frailties",1,10603
2019-03-13,eiPack,Ecological Inference and Higher-Dimension Data Management,1,10604
2019-03-13,flsa,Path Algorithm for the General Fused Lasso Signal Approximator,1,10605
2019-03-13,gaselect,"Genetic Algorithm (GA) for Variable Selection from
High-Dimensional Data",1,10606
2019-03-13,geofacet,'ggplot2' Faceting Utilities for Geographical Data,1,10607
2019-03-13,hexView,Viewing Binary Files,1,10608
2019-03-13,leafpm,Leaflet Map Plugin for Drawing and Editing,1,10609
2019-03-13,librarian,"Install, Update, Load Packages from CRAN, 'GitHub', and
'Bioconductor' in One Step",1,10610
2019-03-13,linearQ,"Linear Algorithm for Simulating Quantiles in Multiscale
Change-Point Segmentation Problem",1,10611
2019-03-13,lmfor,Functions for Forest Biometrics,1,10612
2019-03-13,loo,"Efficient Leave-One-Out Cross-Validation and WAIC for Bayesian
Models",1,10613
2019-03-13,mgsub,"Safe, Multiple, Simultaneous String Substitution",1,10614
2019-03-13,modeest,Mode Estimation,1,10615
2019-03-13,multiway,Component Models for Multi-Way Data,1,10616
2019-03-13,obliqueRSF,Oblique Random Forests for Right-Censored Time-to-Event Data,1,10617
2019-03-13,panelView,Visualizing Panel Data,1,10618
2019-03-13,pgbart,"Bayesian Additive Regression Trees Using Particle Gibbs Sampler
and Gibbs/Metropolis-Hastings Sampler",1,10619
2019-03-13,phylin,Spatial Interpolation of Genetic Data,1,10620
2019-03-13,plantecophys,Modelling and Analysis of Leaf Gas Exchange Data,1,10621
2019-03-13,pubtatordb,Create and Query a Local 'PubTator' Database,1,10622
2019-03-13,raustats,Access Data and Statistics from the ABS and RBA Websites,1,10623
2019-03-13,readxl,Read Excel Files,1,10624
2019-03-13,rrscale,Robust Re-Scaling to Better Recover Latent Effects in Data,1,10625
2019-03-13,runstats,Fast Computation of Running Statistics for Time Series,1,10626
2019-03-13,sparkxgb,Interface for 'XGBoost' on 'Apache Spark',1,10627
2019-03-13,TreeLS,Terrestrial Point Cloud Processing of Forest Data,1,10628
2019-03-13,waiter,Loading Screen for 'Shiny',1,10629
2019-03-13,xgb2sql,Convert Trained 'XGBoost' Model to SQL Query,1,10630
2019-03-13,yum,Utilities to Extract and Process 'YAML' Fragments,1,10631
2019-03-14,AMIAS,Alternating Minimization Induced Active Set Algorithms,1,10632
2019-03-14,baytrends,Long Term Water Quality Trend Analysis,1,10633
2019-03-14,bnclassify,Learning Discrete Bayesian Network Classifiers from Data,1,10634
2019-03-14,diversitree,Comparative 'Phylogenetic' Analyses of Diversification,1,10635
2019-03-14,elliptic,Weierstrass and Jacobi Elliptic Functions,1,10636
2019-03-14,EventStudy,Event Study Analysis,1,10637
2019-03-14,fsdaR,"Robust Data Analysis Through Monitoring and Dynamic
Visualization",1,10638
2019-03-14,ggpol,Visualizing Social Science Data with 'ggplot2',1,10639
2019-03-14,incidence,"Compute, Handle, Plot and Model Incidence of Dated Events",1,10640
2019-03-14,PBSmodelling,GUI Tools Made Easy: Interact with Models and Explore Data,1,10641
2019-03-14,polyclip,Polygon Clipping,1,10642
2019-03-14,Ropj,Import Origin(R) Project Files,1,10643
2019-03-14,Runuran,R Interface to the 'UNU.RAN' Random Variate Generators,1,10644
2019-03-14,rwavelet,Wavelet Analysis,1,10645
2019-03-14,thor,Interface to 'LMDB',1,10646
2019-03-15,AlphaSimR,Breeding Program Simulations,1,10647
2019-03-15,bazar,Miscellaneous Basic Functions,1,10648
2019-03-15,clustDRM,"Clustering Dose-Response Curves and Fitting Appropriate Models
to Them",1,10649
2019-03-15,cvar,"Compute Expected Shortfall and Value at Risk for Continuous
Distributions",1,10650
2019-03-15,EGRETci,Exploration and Graphics for RivEr Trends Confidence Intervals,1,10651
2019-03-15,getmstatistic,Quantifying Systematic Heterogeneity in Meta-Analysis,1,10652
2019-03-15,gitlabr,Access to the Gitlab API,1,10653
2019-03-15,jrvFinance,Basic Finance; NPV/IRR/Annuities/Bond-Pricing; Black Scholes,1,10654
2019-03-15,lazyeval,Lazy (Non-Standard) Evaluation,1,10655
2019-03-15,Lmoments,L-Moments and Quantile Mixtures,1,10656
2019-03-15,MachineLearning,Machine Learning Algorithms for Innovation in Tourism,1,10657
2019-03-15,mcBFtest,"Monte Carlo Based Tests for the Behrens Fisher Problem as an
Alternative to Welch's t-Approximation",1,10658
2019-03-15,msir,Model-Based Sliced Inverse Regression,1,10659
2019-03-15,neighbr,"Classification, Regression, Clustering with K Nearest Neighbors",1,10660
2019-03-15,odpc,One-Sided Dynamic Principal Components,1,10661
2019-03-15,ordinalgmifs,Ordinal Regression for High-Dimensional Data,1,10662
2019-03-15,PBSmapping,Mapping Fisheries Data and Spatial Analysis Tools,1,10663
2019-03-15,pocrm,Dose Finding in Drug Combination Phase I Trials Using PO-CRM,1,10664
2019-03-15,purrr,Functional Programming Tools,1,10665
2019-03-15,purrrlyr,Tools at the Intersection of 'purrr' and 'dplyr',1,10666
2019-03-15,pushbar,Create Sliders for 'Shiny',1,10667
2019-03-15,qwraps2,Quick Wraps 2,1,10668
2019-03-15,Relexon,Explore the UK's National Power Grid Datasets,1,10669
2019-03-15,rerf,Randomer Forest,1,10670
2019-03-15,ridge,"Ridge Regression with Automatic Selection of the Penalty
Parameter",1,10671
2019-03-15,rosetteApi,'Rosette' API,1,10672
2019-03-15,StatMatch,Statistical Matching or Data Fusion,1,10673
2019-03-15,stdReg,Regression Standardization,1,10674
2019-03-15,TIMP,"Fitting Separable Nonlinear Models in Spectroscopy and
Microscopy",1,10675
2019-03-15,vetr,"Trust, but Verify",1,10676
2019-03-16,automl,Deep Learning with Metaheuristic,1,10677
2019-03-16,BAMBI,Bivariate Angular Mixture Models,1,10678
2019-03-16,bigdist,Store Distance Matrices on Disk,1,10679
2019-03-16,bulletcp,"Automatic Groove Identification via Bayesian Changepoint
Detection",1,10680
2019-03-16,clustMixType,k-Prototypes Clustering for Mixed Variable-Type Data,1,10681
2019-03-16,haplotypes,"Manipulating DNA Sequences and Estimating Unambiguous Haplotype
Network with Statistical Parsimony",1,10682
2019-03-16,iheatmapr,"Interactive, Complex Heatmaps",1,10683
2019-03-16,kableExtra,Construct Complex Table with 'kable' and Pipe Syntax,1,10684
2019-03-16,kamila,Methods for Clustering Mixed-Type Data,1,10685
2019-03-16,mapedit,Interactive Editing of Spatial Data in R,1,10686
2019-03-16,mediation,Causal Mediation Analysis,1,10687
2019-03-16,MM2Sdata,Gene Expression Datasets for the 'MM2S' Package,1,10688
2019-03-16,qicharts2,Quality Improvement Charts,1,10689
2019-03-16,RAppArmor,Bindings to AppArmor and Security Related Linux Tools,1,10690
2019-03-16,resautonet,Autoencoder-based Residual Deep Network with Keras Support,1,10691
2019-03-16,SPreg,Bias Reduction in the Skew-Probit Model for a Binary Response,1,10692
2019-03-16,tableHTML,A Tool to Create HTML Tables,1,10693
2019-03-16,utiml,Utilities for Multi-Label Learning,1,10694
2019-03-17,ape,Analyses of Phylogenetics and Evolution,1,10695
2019-03-17,benthos,Marine Benthic Ecosystem Analysis,1,10696
2019-03-17,cprr,Functions for Working with Danish CPR Numbers,1,10697
2019-03-17,Cyclops,"Cyclic Coordinate Descent for Logistic, Poisson and Survival
Analysis",1,10698
2019-03-17,DataExplorer,Automate Data Exploration and Treatment,1,10699
2019-03-17,lexRankr,Extractive Summarization of Text with the LexRank Algorithm,1,10700
2019-03-17,mmand,Mathematical Morphology in Any Number of Dimensions,1,10701
2019-03-17,MultiFit,Multivariate Multiscale Framework for Independence Tests,1,10702
2019-03-17,pbdDMAT,'pbdR' Distributed Matrix Methods,1,10703
2019-03-17,pointdexter,Labels Points Inside Polygons,1,10704
2019-03-17,QAIG,Automatic Item Generator for Quantitative Multiple-Choice Items,1,10705
2019-03-17,rcss,Convex Switching Systems,1,10706
2019-03-17,ROptSpace,Matrix Reconstruction from a Few Entries,1,10707
2019-03-17,SPSL,Site Percolation on Square Lattices (SPSL),1,10708
2019-03-17,sqlscore,Utilities for Generating SQL Queries from Model Objects,1,10709
2019-03-17,WaveletANN,Wavelet ANN Model,1,10710
2019-03-18,amelie,Anomaly Detection with Normal Probability Functions,1,10711
2019-03-18,BalanceCheck,"Balance Check for Multiple Covariates in Matched Observational
Studies",1,10712
2019-03-18,catlearn,Formal Psychological Models of Categorization and Learning,1,10713
2019-03-18,clusteredinterference,"Causal Effects from Observational Studies with Clustered
Interference",1,10714
2019-03-18,colorspace,A Toolbox for Manipulating and Assessing Colors and Palettes,1,10715
2019-03-18,DistributionOptimization,Distribution Optimization,1,10716
2019-03-18,ecp,"Non-Parametric Multiple Change-Point Analysis of Multivariate
Data",1,10717
2019-03-18,eechidna,"Exploring Election and Census Highly Informative Data Nationally
for Australia",1,10718
2019-03-18,flexsurv,Flexible Parametric Survival and Multi-State Models,1,10719
2019-03-18,GMSE,Generalised Management Strategy Evaluation Simulator,1,10720
2019-03-18,msm,Multi-State Markov and Hidden Markov Models in Continuous Time,1,10721
2019-03-18,ohtadstats,Tomoka Ohta D Statistics,1,10722
2019-03-18,parglm,Parallel GLM,1,10723
2019-03-18,PoA,Finds the Price of Anarchy for Routing Games,1,10724
2019-03-18,rmatio,Read and Write 'Matlab' Files,1,10725
2019-03-18,RoundAndRound,Plot Objects Moving in Orbits,1,10726
2019-03-18,ruta,Implementation of Unsupervised Neural Architectures,1,10727
2019-03-18,RxCEcolInf,"'R x C Ecological Inference With Optional Incorporation of
Survey Information'",1,10728
2019-03-18,SARP.compo,Network-Based Interpretation of Changes in Compositional Data,1,10729
2019-03-18,swmmr,R Interface for US EPA's SWMM,1,10730
2019-03-18,synoptReg,"Synoptic Climate Classification and Spatial Regionalization of
Environmental Data",1,10731
2019-03-18,thriftr,Apache Thrift Client Server,1,10732
2019-03-18,tosca,Tools for Statistical Content Analysis,1,10733
2019-03-18,wsyn,"Wavelet Approaches to Studies of Synchrony in Ecology and Other
Fields",1,10734
2019-03-19,adaptivetau,Tau-Leaping Stochastic Simulation,1,10735
2019-03-19,audio,Audio Interface for R,1,10736
2019-03-19,binsreg,Binscatter Estimation and Inference,1,10737
2019-03-19,BioCircos,"Interactive Circular Visualization of Genomic Data using
'htmlwidgets' and 'BioCircos.js'",1,10738
2019-03-19,cctools,"Tools for the Continuous Convolution Trick in Nonparametric
Estimation",1,10739
2019-03-19,cli,Helpers for Developing Command Line Interfaces,1,10740
2019-03-19,CoopGame,Important Concepts of Cooperative Game Theory,1,10741
2019-03-19,dfcomb,Phase I/II Adaptive Dose-Finding Design for Combination Studies,1,10742
2019-03-19,dockerfiler,Easy Dockerfile Creation from R,1,10743
2019-03-19,eeptools,Convenience Functions for Education Data,1,10744
2019-03-19,emulator,Bayesian Emulation of Computer Programs,1,10745
2019-03-19,GGMM,Mixture Gaussian Graphical Models,1,10746
2019-03-19,KONPsurv,KONP Tests: Powerful K-Sample Tests for Right-Censored Data,1,10747
2019-03-19,PBSadmb,ADMB for R Using Scripts or GUI,1,10748
2019-03-19,Perc,"Using Percolation and Conductance to Find Information Flow
Certainty in a Direct Network",1,10749
2019-03-19,rags2ridges,"Ridge Estimation of Precision Matrices from High-Dimensional
Data",1,10750
2019-03-19,rdhs,"API Client and Dataset Management for the Demographic and Health
Survey (DHS) Data",1,10751
2019-03-19,rfordummies,"Code Examples to Accompany the Book ""R for Dummies""",1,10752
2019-03-19,RHRV,Heart Rate Variability Analysis of ECG Data,1,10753
2019-03-19,rstudioapi,Safely Access the RStudio API,1,10754
2019-03-19,s2dverification,Set of Common Tools for Forecast Verification,1,10755
2019-03-19,SpaDES.tools,"Additional Tools for Developing Spatially Explicit Discrete
Event Simulation (SpaDES) Models",1,10756
2019-03-19,sparseBC,Sparse Biclustering of Transposable Data,1,10757
2019-03-19,subcopem2D,Bivariate Empirical Subcopula,1,10758
2019-03-19,TauStar,"Efficient Computation and Testing of the Bergsma-Dassios Sign
Covariance",1,10759
2019-03-19,TempCont,Temporal Contributions on Trends using Mixed Models,1,10760
2019-03-19,trackdem,Particle Tracking and Demography,1,10761
2019-03-19,whoami,"Username, Full Name, Email Address, 'GitHub' Username of the
Current User",1,10762
2019-03-19,xesreadR,Read and Write XES Files,1,10763
2019-03-20,CJAMP,Copula-Based Joint Analysis of Multiple Phenotypes,1,10764
2019-03-20,clifro,Easily Download and Visualise Climate Data from CliFlo,1,10765
2019-03-20,CopulaCenR,Copula-Based Regression Models for Bivariate Censored Data,1,10766
2019-03-20,countTransformers,Transform Counts in RNA-Seq Data Analysis,1,10767
2019-03-20,gamRR,Calculate the RR for the GAM,1,10768
2019-03-20,highr,Syntax Highlighting for R Source Code,1,10769
2019-03-20,iprior,Regression Modelling using I-Priors,1,10770
2019-03-20,MFPCA,"Multivariate Functional Principal Component Analysis for Data
Observed on Different Dimensional Domains",1,10771
2019-03-20,microsamplingDesign,"Finding Optimal Microsampling Designs for Non-Compartmental
Pharmacokinetic Analysis",1,10772
2019-03-20,MlBayesOpt,"Hyper Parameter Tuning for Machine Learning, Using Bayesian
Optimization",1,10773
2019-03-20,moveWindSpeed,Estimate Wind Speeds from Bird Trajectories,1,10774
2019-03-20,MPN,Most Probable Number and Other Microbial Enumeration Techniques,1,10775
2019-03-20,MUS,"Monetary Unit Sampling and Estimation Methods, Widely Used in
Auditing",1,10776
2019-03-20,psd,"Adaptive, Sine-Multitaper Power Spectral Density Estimation",1,10777
2019-03-20,psymonitor,Real Time Monitoring of Asset Markets: Bubbles and Crisis,1,10778
2019-03-20,RadOnc,Analytical Tools for Radiation Oncology,1,10779
2019-03-20,siland,Spatial Influence of Landscape,1,10780
2019-03-20,swgee,"Simulation Extrapolation Inverse Probability Weighted
Generalized Estimating Equations",1,10781
2019-03-20,synthpop,"Generating Synthetic Versions of Sensitive Microdata for
Statistical Disclosure Control",1,10782
2019-03-20,tidystringdist,String Distance Calculation with Tidy Data Principles,1,10783
2019-03-21,assertthat,Easy Pre and Post Assertions,1,10784
2019-03-21,basictabler,Construct Rich Tables for Output to 'HTML'/'Excel',1,10785
2019-03-21,crimedata,Access Crime Data from the Open Crime Database,1,10786
2019-03-21,datetimeutils,Utilities for Dates and Times,1,10787
2019-03-21,DynTxRegime,Methods for Estimating Optimal Dynamic Treatment Regimes,1,10788
2019-03-21,edfReader,Reading EDF(+) and BDF(+) Files,1,10789
2019-03-21,expm,"Matrix Exponential, Log, 'etc'",1,10790
2019-03-21,FamEvent,Family Age-at-Onset Data Simulation and Penetrance Estimation,1,10791
2019-03-21,geotopbricks,An R Plug-in for the Distributed Hydrological Model GEOtop,1,10792
2019-03-21,GPM,"Gaussian Process Modeling of Multi-Response and Possibly Noisy
Datasets",1,10793
2019-03-21,lexicon,Lexicons for Text Analysis,1,10794
2019-03-21,lorentz,The Lorentz Transform in Relativistic Physics,1,10795
2019-03-21,maGUI,"A Graphical User Interface for Microarray Data Analysis and
Annotation",1,10796
2019-03-21,MultiVarSel,Variable Selection in a Multivariate Linear Model,1,10797
2019-03-21,picante,Integrating Phylogenies and Ecology,1,10798
2019-03-21,Rodam,"Wrapper Functions for 'ODAM' (Open Data for Access and Mining)
Web Services",1,10799
2019-03-21,rtiff,Read and Write TIFF Files,1,10800
2019-03-21,slouch,Stochastic Linear Ornstein-Uhlenbeck Comparative Hypotheses,1,10801
2019-03-21,tensorBSS,Blind Source Separation Methods for Tensor-Valued Observations,1,10802
2019-03-21,WeightedCluster,Clustering of Weighted Data,1,10803
2019-03-21,xpose,Diagnostics for Pharmacometric Models,1,10804
2019-03-22,ActiveDriverWGS,A Driver Discovery Tool for Cancer Whole Genomes,1,10805
2019-03-22,apparent,"Accurate Parentage Analysis in the Absence of Guiding
Information",1,10806
2019-03-22,cleanr,Helps You to Code Cleaner,1,10807
2019-03-22,dclone,Data Cloning and MCMC Tools for Maximum Likelihood Methods,1,10808
2019-03-22,EMCluster,"EM Algorithm for Model-Based Clustering of Finite Mixture
Gaussian Distribution",1,10809
2019-03-22,getopt,C-Like 'getopt' Behavior,1,10810
2019-03-22,gtfsrouter,Routing with GTFS (General Transit Feed Specification) Data,1,10811
2019-03-22,heatmap3,An Improved Heatmap Package,1,10812
2019-03-22,ideq,"Bayesian Dynamic Spatio-Temporal Models, Including the
Integrodifference Equation Model",1,10813
2019-03-22,indelmiss,"Insertion Deletion Analysis While Accounting for Possible
Missing Data",1,10814
2019-03-22,jcp,Joint Change Point Detection,1,10815
2019-03-22,kayadata,Kaya Identity Data for Nations and Regions,1,10816
2019-03-22,kmcudaR,'Yingyang' K-Means and K-NN using NVIDIA CUDA,1,10817
2019-03-22,markophylo,Markov Chain Models for Phylogenetic Trees,1,10818
2019-03-22,Matrix,Sparse and Dense Matrix Classes and Methods,1,10819
2019-03-22,MM2S,"Single-Sample Classifier of Medulloblastoma Subtypes for
Medulloblastoma Patient Samples, Mouse Models, and Cell Lines",1,10820
2019-03-22,mwaved,"Multichannel Wavelet Deconvolution with Additive Long Memory
Noise",1,10821
2019-03-22,ncf,Spatial Covariance Functions,1,10822
2019-03-22,osc,Orthodromic Spatial Clustering,1,10823
2019-03-22,plainview,Plot Raster Images Interactively on a Plain HTML Canvas,1,10824
2019-03-22,pmhtutorial,Minimal Working Examples for Particle Metropolis-Hastings,1,10825
2019-03-22,polynom,"A Collection of Functions to Implement a Class for Univariate
Polynomial Manipulations",1,10826
2019-03-22,reactlog,Reactivity Visualizer for 'shiny',1,10827
2019-03-22,rMEA,Synchrony in Motion Energy Analysis (MEA) Time-Series,1,10828
2019-03-22,RZooRoH,"Partitioning of Individual Autozygosity into Multiple
Homozygous-by-Descent Classes",1,10829
2019-03-22,seacarb,Seawater Carbonate Chemistry,1,10830
2019-03-22,sentimentr,Calculate Text Polarity Sentiment,1,10831
2019-03-22,shiftR,Fast Enrichment Analysis via Circular Permutations,1,10832
2019-03-22,shinyhttr,Progress Bars for Downloads in 'shiny' Apps,1,10833
2019-03-22,strvalidator,Process Control and Internal Validation of Forensic STR Kits,1,10834
2019-03-22,support.BWS2,"Basic Functions for Supporting an Implementation of Case 2
Best-Worst Scaling",1,10835
2019-03-22,toxEval,"Exploring Biological Relevance of Environmental Chemistry
Observations",1,10836
2019-03-22,treeclim,Numerical Calibration of Proxy-Climate Relationships,1,10837
2019-03-22,xxIRT,Item Response Theory and Computer-Based Testing in R,1,10838
2019-03-23,anthro,Computation of the WHO Child Growth Standards,1,10839
2019-03-23,cyphr,High Level Encryption Wrappers,1,10840
2019-03-23,english,Translate Integers into English,1,10841
2019-03-23,exprso,Rapid Deployment of Machine Learning Algorithms,1,10842
2019-03-23,ggasym,Asymmetric Matrix Plotting in 'ggplot2',1,10843
2019-03-23,IBCF.MTME,"Item Based Collaborative Filtering for Multi-Trait and
Multi-Environment Data",1,10844
2019-03-23,loon,Interactive Statistical Data Visualization,1,10845
2019-03-23,MNLR,"Interactive Shiny Presentation for Working with Multinomial
Logistic Regression",1,10846
2019-03-23,OutliersO3,Draws Overview of Outliers (O3) Plots,1,10847
2019-03-23,spsur,Spatial Seemingly Unrelated Regression Models,1,10848
2019-03-24,fbroc,"Fast Algorithms to Bootstrap Receiver Operating Characteristics
Curves",1,10849
2019-03-24,ideamdb,Easy Manipulation of IDEAM's Climatological Data,1,10850
2019-03-24,listarrays,"A Toolbox for Working with R Arrays in a Functional Programming
Style",1,10851
2019-03-24,MaxMC,Maximized Monte Carlo,1,10852
2019-03-24,Replicate,Statistical Metrics for Multisite Replication Studies,1,10853
2019-03-24,rocTree,"Receiver Operating Characteristic (ROC)-Guided Classification
and Survival Tree",1,10854
2019-03-24,spsh,"Estimation and Prediction of Parameters of Various Soil
Hydraulic Property Models",1,10855
2019-03-24,texteffect,"Discovering Latent Treatments in Text Corpora and Estimating
Their Causal Effects",1,10856
2019-03-24,vistime,Pretty Timeline Creation,1,10857
2019-03-24,WufooR,R Wrapper for the 'Wufoo.com' - The Form Building Service,1,10858
2019-03-25,BTLLasso,Modelling Heterogeneity in Paired Comparison Data,1,10859
2019-03-25,clustcurv,Determining Groups in Multiples Curves,1,10860
2019-03-25,Copula.Markov,"Copula-Based Estimation and Statistical Process Control for
Serially Correlated Time Series",1,10861
2019-03-25,CopulaREMADA,"Copula Mixed Models for Multivariate Meta-Analysis of Diagnostic
Test Accuracy Studies",1,10862
2019-03-25,cvcrand,Efficient Design and Analysis of Cluster Randomized Trials,1,10863
2019-03-25,dbmss,Distance-Based Measures of Spatial Structures,1,10864
2019-03-25,doremi,Dynamics of Return to Equilibrium During Multiple Inputs,1,10865
2019-03-25,dydea,Detection of Chaotic and Regular Intervals in the Data,1,10866
2019-03-25,ems,"Epimed Solutions Collection for Data Editing, Analysis, and
Benchmark of Health Units",1,10867
2019-03-25,gginnards,Explore the Innards of 'ggplot2' Objects,1,10868
2019-03-25,gsl,Wrapper for the Gnu Scientific Library,1,10869
2019-03-25,gtable,Arrange 'Grobs' in Tables,1,10870
2019-03-25,JMbayes,"Joint Modeling of Longitudinal and Time-to-Event Data under a
Bayesian Approach",1,10871
2019-03-25,latte,Interface to 'LattE' and '4ti2',1,10872
2019-03-25,QTLRel,"Tools for Mapping of Quantitative Traits of Genetically Related
Individuals and Calculating Identity Coefficients from
Pedigrees",1,10873
2019-03-25,quiddich,QUick IDentification of DIagnostic CHaracters,1,10874
2019-03-25,SGCS,"Spatial Graph Based Clustering Summaries for Spatial Point
Patterns",1,10875
2019-03-25,sybilccFBA,"Cost Constrained Flux Balance Analysis (ccFBA): MetabOlic
Modeling with ENzyme kineTics (MOMENT)",1,10876
2019-03-25,tcR,Advanced Data Analysis of Immune Receptor Repertoires,1,10877
2019-03-25,Tmisc,Turner Miscellaneous,1,10878
2019-03-25,tryCatchLog,Advanced 'tryCatch()' and 'try()' Functions,1,10879
2019-03-26,blockcluster,"Co-Clustering Package for Binary, Categorical, Contingency and
Continuous Data-Sets",1,10880
2019-03-26,childsds,Data and Methods Around Reference Values in Pediatrics,1,10881
2019-03-26,ecotox,Analysis of Ecotoxicology,1,10882
2019-03-26,estmeansd,"Estimating the Sample Mean and Standard Deviation from Commonly
Reported Quantiles in Meta-Analysis",1,10883
2019-03-26,iMediate,Likelihood Methods for Mediation Analysis,1,10884
2019-03-26,namer,Names Your 'R Markdown' Chunks,1,10885
2019-03-26,netdiffuseR,Analysis of Diffusion and Contagion Processes on Networks,1,10886
2019-03-26,rangeMapper,A Platform for the Study of Macro-Ecology of Life History Traits,1,10887
2019-03-26,Rpolyhedra,Polyhedra Database,1,10888
2019-03-26,RVAideMemoire,Testing and Plotting Procedures for Biostatistics,1,10889
2019-03-26,SentimentAnalysis,Dictionary-Based Sentiment Analysis,1,10890
2019-03-26,spatialsegregation,Segregation Measures for Multitype Spatial Point Patterns,1,10891
2019-03-26,theiaR,Download and Manage Data from Theia,1,10892
2019-03-27,lfe,Linear Group Fixed Effects,1,10893
2019-03-27,netgsa,Network-Based Gene Set Analysis,1,10894
2019-03-27,npcp,"Some Nonparametric CUSUM Tests for Change-Point Detection in
Possibly Multivariate Observations",1,10895
2019-03-27,photobiologySun,Data for Sunlight Spectra,1,10896
2019-03-27,POUMM,The Phylogenetic Ornstein-Uhlenbeck Mixed Model,1,10897
2019-03-27,Rnmr1D,"Perform the Complete Processing of a Set of Proton Nuclear
Magnetic Resonance Spectra",1,10898
2019-03-27,tidyhydat,Extract and Tidy Canadian 'Hydrometric' Data,1,10899
2019-03-27,unitizer,Interactive R Unit Tests,1,10900
2019-03-27,x3ptools,Tools for Working with 3D Surface Measurements,1,10901
2019-03-28,bipartiteD3,Interactive Bipartite Graphs,1,10902
2019-03-28,Cairo,"R Graphics Device using Cairo Graphics Library for Creating
High-Quality Bitmap (PNG, JPEG, TIFF), Vector (PDF, SVG,
PostScript) and Display (X11 and Win32) Output",1,10903
2019-03-28,drat,'Drat' R Archive Template,1,10904
2019-03-28,dyads,Dyadic Network Analysis,1,10905
2019-03-28,ffmanova,Fifty-Fifty MANOVA,1,10906
2019-03-28,homologene,Quick Access to Homologene and Gene Annotation Updates,1,10907
2019-03-28,MLCM,Maximum Likelihood Conjoint Measurement,1,10908
2019-03-28,orloca,Operations Research LOCational Analysis Models,1,10909
2019-03-28,photobiologyWavebands,"Waveband Definitions for UV, VIS, and IR Radiation",1,10910
2019-03-28,saeSim,Simulation Tools for Small Area Estimation,1,10911
2019-03-28,SurrogateTest,"Early Testing for a Treatment Effect using Surrogate Marker
Information",1,10912
2019-03-28,tgcd,Thermoluminescence Glow Curve Deconvolution,1,10913
2019-03-29,autoFRK,Automatic Fixed Rank Kriging,1,10914
2019-03-29,clusternor,"A Parallel Clustering Non-Uniform Memory Access ('NUMA')
Optimized Package",1,10915
2019-03-29,distrEx,Extensions of Package 'distr',1,10916
2019-03-29,dotdot,Enhanced Assignment Operator to Overwrite or Grow Objects,1,10917
2019-03-29,DZEXPM,Estimation and Prediction of Skewed Spatial Processes,1,10918
2019-03-29,easyPubMed,Search and Retrieve Scientific Publication Records from PubMed,1,10919
2019-03-29,EdSurvey,Analysis of NCES Education Survey and Assessment Data,1,10920
2019-03-29,EWOC2,Escalation with Overdose Control using 2 Drug Combinations,1,10921
2019-03-29,fakemake,Mock the Unix Make Utility,1,10922
2019-03-29,funcy,Functional Clustering Algorithms,1,10923
2019-03-29,gdmp,Genomic Data Management,1,10924
2019-03-29,hdi,High-Dimensional Inference,1,10925
2019-03-29,IMWatson,Chat with Watson's Assistant API,1,10926
2019-03-29,IndexConstruction,Index Construction for Time Series Data,1,10927
2019-03-29,intensity.analysis,"Intensity of Change for Comparing Categorical Maps from
Sequential Intervals",1,10928
2019-03-29,lori,Imputation of Count Data using Side Information,1,10929
2019-03-29,rapidxmlr,'Rapidxml' C++ Header Files,1,10930
2019-03-29,rJava,Low-Level R to Java Interface,1,10931
2019-03-29,snipEM,Snipping Methods for Robust Estimation and Clustering,1,10932
2019-03-29,tatoo,Combine and Export Data Frames,1,10933
2019-03-30,adeptdata,Accelerometry Data Sets,1,10934
